"ids","pcomplex","SUBUNIT-COMPOSITION","ECK","associated_gene_names"
"2022","ABC-34-CPLX","2*UGPC-MONOMER,1*UGPA-MONOMER,1*UGPE-MONOMER,1*UGPB-MONOMER","ECK3436","ugpA"
"2115","ABC-34-CPLX","2*UGPC-MONOMER,1*UGPA-MONOMER,1*UGPE-MONOMER,1*UGPB-MONOMER","ECK3437","ugpB"
"3859","ABC-304-CPLX","1*LIVK-MONOMER,1*LIVM-MONOMER,1*LIVH-MONOMER,1*LIVG-MONOMER,1*LIVF-MONOMER","ECK3438","livF"
"3859","ABC-15-CPLX","1*LIVF-MONOMER,1*LIVG-MONOMER,1*LIVH-MONOMER,1*LIVM-MONOMER,1*LIVJ-MONOMER","ECK3438","livF"
"2206","ABC-304-CPLX","1*LIVK-MONOMER,1*LIVM-MONOMER,1*LIVH-MONOMER,1*LIVG-MONOMER,1*LIVF-MONOMER","ECK3439","livG"
"2206","ABC-15-CPLX","1*LIVF-MONOMER,1*LIVG-MONOMER,1*LIVH-MONOMER,1*LIVM-MONOMER,1*LIVJ-MONOMER","ECK3439","livG"
"2294","ABC-304-CPLX","1*LIVK-MONOMER,1*LIVM-MONOMER,1*LIVH-MONOMER,1*LIVG-MONOMER,1*LIVF-MONOMER","ECK3440","livM"
"2294","ABC-15-CPLX","1*LIVF-MONOMER,1*LIVG-MONOMER,1*LIVH-MONOMER,1*LIVM-MONOMER,1*LIVJ-MONOMER","ECK3440","livM"
"2388","ABC-304-CPLX","1*LIVK-MONOMER,1*LIVM-MONOMER,1*LIVH-MONOMER,1*LIVG-MONOMER,1*LIVF-MONOMER","ECK3441","livH"
"2388","ABC-15-CPLX","1*LIVF-MONOMER,1*LIVG-MONOMER,1*LIVH-MONOMER,1*LIVM-MONOMER,1*LIVJ-MONOMER","ECK3441","livH"
"2479","ABC-304-CPLX","1*LIVK-MONOMER,1*LIVM-MONOMER,1*LIVH-MONOMER,1*LIVG-MONOMER,1*LIVF-MONOMER","ECK3442","livK"
"1994","ABC-15-CPLX","1*LIVF-MONOMER,1*LIVG-MONOMER,1*LIVH-MONOMER,1*LIVM-MONOMER,1*LIVJ-MONOMER","ECK3444","livJ"
"3393","RNAP32-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPOH-MONOMER","ECK3445","rpoH"
"3434","ABC-54-CPLX","2*FTSE-MONOMER,1*FTSX-MONOMER","ECK3446","ftsX"
"3429","ABC-54-CPLX","2*FTSE-MONOMER,1*FTSX-MONOMER","ECK3447","ftsE"
"2571","ABC-20-CPLX","1*NIKD-MONOMER,1*NIKE-MONOMER,1*NIKB-MONOMER,1*NIKC-MONOMER,1*NIKA-MONOMER","ECK3460","nikA"
"3913","ABC-20-CPLX","1*NIKD-MONOMER,1*NIKE-MONOMER,1*NIKB-MONOMER,1*NIKC-MONOMER,1*NIKA-MONOMER","ECK3461","nikB"
"1934","ABC-20-CPLX","1*NIKD-MONOMER,1*NIKE-MONOMER,1*NIKB-MONOMER,1*NIKC-MONOMER,1*NIKA-MONOMER","ECK3462","nikC"
"2026","ABC-20-CPLX","1*NIKD-MONOMER,1*NIKE-MONOMER,1*NIKB-MONOMER,1*NIKC-MONOMER,1*NIKA-MONOMER","ECK3463","nikD"
"2119","ABC-20-CPLX","1*NIKD-MONOMER,1*NIKE-MONOMER,1*NIKB-MONOMER,1*NIKC-MONOMER,1*NIKA-MONOMER","ECK3464","nikE"
"3971","CPLX0-7707","4*EG11519-MONOMER","ECK3465","nikR"
"931","GLUTATHIONE-REDUCT-NADPH-CPLX","2*GLUTATHIONE-REDUCT-NADPH-MONOMER","ECK3485","gor"
"2089","CPLX0-7734","2*EG12235-MONOMER","ECK3486","arsR"
"2087","CPLX-7","2*ARSF-MONOMER","ECK3487","arsB"
"1218","CPLX0-801","2*EG11398-MONOMER","ECK3494","hdeA"
"3647","CPLX0-7852","1*RCSB-MONOMER,1*EG11544-MONOMER","ECK3496","gadE"
"1406","TRANS-CPLX-204","3*EG11009-MONOMER,3*EG12240-MONOMER,3*YHIV-MONOMER","ECK3497","mdtE"
"1496","TRANS-CPLX-204","3*EG11009-MONOMER,3*EG12240-MONOMER,3*YHIV-MONOMER","ECK3498","mdtF"
"2392","ABC-8-CPLX","1*DPPD-MONOMER,1*DPPF-MONOMER,1*DPPB-MONOMER,1*DPPC-MONOMER,1*DPPA-MONOMER","ECK3527","dppF"
"2483","ABC-8-CPLX","1*DPPD-MONOMER,1*DPPF-MONOMER,1*DPPB-MONOMER,1*DPPC-MONOMER,1*DPPA-MONOMER","ECK3528","dppD"
"2575","ABC-8-CPLX","1*DPPD-MONOMER,1*DPPF-MONOMER,1*DPPB-MONOMER,1*DPPC-MONOMER,1*DPPA-MONOMER","ECK3529","dppC"
"1938","ABC-8-CPLX","1*DPPD-MONOMER,1*DPPF-MONOMER,1*DPPB-MONOMER,1*DPPC-MONOMER,1*DPPA-MONOMER","ECK3530","dppB"
"1784","ABC-8-CPLX","1*DPPD-MONOMER,1*DPPF-MONOMER,1*DPPB-MONOMER,1*DPPC-MONOMER,1*DPPA-MONOMER","ECK3531","dppA"
"3351","ABC-8-CPLX","1*DPPD-MONOMER,1*DPPF-MONOMER,1*DPPB-MONOMER,1*DPPC-MONOMER,1*DPPA-MONOMER","ECK3531","dppA"
"3444","GLYS-CPLX","2*GLYS-MONOMER,2*GLYQ-MONOMER","ECK3548","glyQ"
"2419","CPLX0-7466","2*XYLULOKIN-MONOMER","ECK3553","xylB"
"2510","XYLISOM-CPLX","4*XYLISOM-MONOMER","ECK3554","xylA"
"2030","ABC-33-CPLX","1*XYLG-MONOMER,2*XYLH-MONOMER,1*XYLF-MONOMER","ECK3555","xylF"
"2123","ABC-33-CPLX","1*XYLG-MONOMER,2*XYLH-MONOMER,1*XYLF-MONOMER","ECK3556","xylG"
"2213","ABC-33-CPLX","1*XYLG-MONOMER,2*XYLH-MONOMER,1*XYLF-MONOMER","ECK3557","xylH"
"1109","CPLX0-2061","2*EG12279-MONOMER","ECK3564","yiaK"
"1594","TRANS-CPLX-203","1*EG12283-MONOMER,1*EG12282-MONOMER,1*MONOMER0-422","ECK3566","yiaM"
"1686","TRANS-CPLX-203","1*EG12283-MONOMER,1*EG12282-MONOMER,1*MONOMER0-422","ECK3568","yiaO"
"2150","LYXK-CPLX","2*LYXK-MONOMER","ECK3569","lyx"
"2453","CPLX0-3482","4*ALDDEHYDROGB-MONOMER","ECK3577","aldB"
"2623","CPLX0-1141","10*EG10941-MONOMER","ECK3580","selA"
"2302","CPLX-166","2*MTLA-MONOMER","ECK3588","mtlA"
"3788","MONOMER0-2461","4*PD00369,4*PTSH-MONOMER","ECK3590","mtlR"
"3597","CPLX0-7421","2*EG11888-MONOMER","ECK3596","yibK"
"1860","CPLX0-237","6*SERINE-O-ACETTRAN-MONOMER","ECK3597","cysE"
"1860","CYSSYNMULTI-CPLX","6*SERINE-O-ACETTRAN-MONOMER,2*ACSERLYA-MONOMER","ECK3597","cysE"
"1874","CPLX0-8046","4*SECB","ECK3599","secB"
"1635","THREODEHYD-CPLX","4*THREODEHYD-MONOMER","ECK3606","tdh"
"1726","AKBLIG-CPLX","2*AKBLIG-MONOMER","ECK3607","kbl"
"1437","CPLX0-3681","5*EG10838-MONOMER","ECK3609","rfaD"
"3408","DUTP-PYROP-CPLX","3*DUTP-PYROP-MONOMER","ECK3630","dut"
"1984","OROPRIBTRANS-CPLX","2*OROPRIBTRANS-MONOMER","ECK3632","pyrE"
"3222","CPLX0-1081","1*EG10863-MONOMER","ECK3633","rph"
"3653","CPLX0-3901","6*EG11685-MONOMER","ECK3646","yicI"
"1420","CPLX0-1683","2*EG11692-MONOMER","ECK3656","ade"
"46","CPLX0-7754","2*PHOSPHO-UHPA","ECK3660","uhpA"
"1224","ACETOLACTSYNI-CPLX","2*LARGEILVB-MONOMER,2*SMALLILVN-MONOMER","ECK3661","ilvN"
"1318","ACETOLACTSYNI-CPLX","2*LARGEILVB-MONOMER,2*SMALLILVN-MONOMER","ECK3662","ilvB"
"2183","CPLX0-8107","2*EG11535-MONOMER","ECK3678","ibpB"
"2084","CPLX0-8108","2*EG11534-MONOMER","ECK3679","ibpA"
"3922","RECFOR-CPLX","1*EG10828-MONOMER,1*EG10834-MONOMER,1*EG10832-MONOMER","ECK3692","recF"
"3425","SEC-SECRETION-CPLX","1*SECD,1*SECF,1*EG11096-MONOMER,1*YIDC,1*SECY,1*SECG,1*SECE","ECK3698","yidC"
"3425","SECD-SECF-YAJC-YIDC-CPLX","1*YIDC,1*EG11096-MONOMER,1*SECF,1*SECD","ECK3698","yidC"
"1238","CPLX0-7609","2*EG10997-MONOMER,2*EG10375-MONOMER","ECK3699","mnmE"
"1238","CPLX0-7608","2*EG10997-MONOMER","ECK3699","mnmE"
"2364","TRYPTOPHAN-CPLX","4*TRYPTOPHAN-MONOMER","ECK3701","tnaA"
"1513","CPLX0-3121","2*EG11723-MONOMER","ECK3706","yieF"
"2642","CPLX-154","2*BGLF-MONOMER","ECK3715","bglF"
"2642","CPLX0-8115","2*BGLF-MONOMER","ECK3715","bglF"
"5","CPLX0-2861","2*EG10116-MONOMER","ECK3716","bglG"
"5","CPLX0-8117","2*EG10116-MONOMER","ECK3716","bglG"
"5","CPLX0-7657","2*EG10116-MONOMER","ECK3716","bglG"
"2365","CPLX0-8113","2*EG10735-MONOMER","ECK3717","phoU"
"575","ABC-27-CPLX","2*PSTB-MONOMER,1*PSTA-MONOMER,1*PSTC-MONOMER,1*PSTS-MONOMER","ECK3718","pstB"
"2005","ABC-27-CPLX","2*PSTB-MONOMER,1*PSTA-MONOMER,1*PSTC-MONOMER,1*PSTS-MONOMER","ECK3719","pstA"
"2098","ABC-27-CPLX","2*PSTB-MONOMER,1*PSTA-MONOMER,1*PSTC-MONOMER,1*PSTS-MONOMER","ECK3720","pstC"
"2190","ABC-27-CPLX","2*PSTB-MONOMER,1*PSTA-MONOMER,1*PSTC-MONOMER,1*PSTS-MONOMER","ECK3721","pstS"
"3439","L-GLN-FRUCT-6-P-AMINOTRANS-CPLX","2*L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER","ECK3722","glmS"
"3441","NAG1P-URIDYLTRANS-CPLX","3*NAG1P-URIDYLTRANS-MONOMER","ECK3723","glmU"
"3819","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3724","atpC"
"3819","F-1-CPLX","1*ATPC-MONOMER,1*ATPH-MONOMER,3*ATPA-MONOMER,1*ATPG-MONOMER,3*ATPD-MONOMER","ECK3724","atpC"
"3881","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3725","atpD"
"3881","ATPD-CPLX","3*ATPD-MONOMER","ECK3725","atpD"
"3881","F-1-CPLX","1*ATPC-MONOMER,1*ATPH-MONOMER,3*ATPA-MONOMER,1*ATPG-MONOMER,3*ATPD-MONOMER","ECK3725","atpD"
"3609","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3726","atpG"
"3609","F-1-CPLX","1*ATPC-MONOMER,1*ATPH-MONOMER,3*ATPA-MONOMER,1*ATPG-MONOMER,3*ATPD-MONOMER","ECK3726","atpG"
"3591","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3727","atpA"
"3591","F-1-CPLX","1*ATPC-MONOMER,1*ATPH-MONOMER,3*ATPA-MONOMER,1*ATPG-MONOMER,3*ATPD-MONOMER","ECK3727","atpA"
"3591","ATPA-CPLX","3*ATPA-MONOMER","ECK3727","atpA"
"3706","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3729","atpF"
"3706","ATPF-CPLX","2*ATPF-MONOMER","ECK3729","atpF"
"3706","F-O-CPLX","10*ATPE-MONOMER,2*ATPF-MONOMER,1*ATPB-MONOMER","ECK3729","atpF"
"3885","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3730","atpE"
"3885","ATPE-CPLX","10*ATPE-MONOMER","ECK3730","atpE"
"3885","F-O-CPLX","10*ATPE-MONOMER,2*ATPF-MONOMER,1*ATPB-MONOMER","ECK3730","atpE"
"3942","ATPSYN-CPLX","1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER","ECK3731","atpB"
"3942","F-O-CPLX","10*ATPE-MONOMER,2*ATPF-MONOMER,1*ATPB-MONOMER","ECK3731","atpB"
"3576","CPLX0-7609","2*EG10997-MONOMER,2*EG10375-MONOMER","ECK3734","mnmG"
"3576","CPLX0-7597","2*EG10375-MONOMER","ECK3734","mnmG"
"443","CPLX0-7733","2*PD00250","ECK3737","asnC"
"1413","ASNSYNA-CPLX","2*ASNSYNA-MONOMER","ECK3738","asnA"
"2457","CPLX0-3927","6*EG11731-MONOMER","ECK3740","ravA"
"2371","ABC-28-CPLX","1*RBSA-MONOMER,2*RBSC-MONOMER,1*RBSB-MONOMER","ECK3743","rbsA"
"2463","ABC-28-CPLX","1*RBSA-MONOMER,2*RBSC-MONOMER,1*RBSB-MONOMER","ECK3744","rbsC"
"208","ABC-28-CPLX","1*RBSA-MONOMER,2*RBSC-MONOMER,1*RBSB-MONOMER","ECK3745","rbsB"
"2331","CPLX0-7647","2*RIBOKIN-MONOMER","ECK3746","rbsK"
"1502","ACETOLACTSYNII-CPLX","1*G8221-MONOMER,1*SMALLILVM-MONOMER","ECK3761","ilvM"
"1685","THREDEHYDSYN-CPLX","4*THREDEHYDSYN-MONOMER","ECK3764","ilvA"
"3061","CPLX0-7643","4*KETOLREDUCTOISOM-MONOMER","ECK3766","ilvC"
"435","CPLX0-3541","2*EG10844-MONOMER","ECK3772","rhlB"
"435","CPLX0-2381","2*PPK-MONOMER,4*EG10859-MONOMER,2*EG10844-MONOMER,3*EG10743-MONOMER,2*ENOLASE-MONOMER","ECK3772","rhlB"
"1800","CPLX0-8011","2*GLCNACPTRANS-MONOMER","ECK3776","rfe"
"1445","CPLX0-8012","4*DTDPGLUCOSEPP2-MONOMER","ECK3781","rffH"
"2385","CPLX0-7990","4*RFFTRANS-MONOMER","ECK3783","rffA"
"2476","CPLX0-3976","1*EG11486-MONOMER,1*FUC4NACTRANS-MONOMER,1*EG11295-MONOMER","ECK3784","wzxE"
"3689","CPLX0-3959","1*EG11069-MONOMER,1*EG11071-MONOMER","ECK3806","xerC"
"886","CPLX0-8111","2*EG11064-MONOMER","ECK3808","uvrD"
"1273","CPLX0-7944","2*MONOMER0-341","ECK3815","pldA"
"311","CPLX0-7759","2*PD03938","ECK3822","metR"
"3617","URPHOS-CPLX","6*URPHOS-MONOMER","ECK3825","udp"
"2548","TATABCE-CPLX","1*G7808-MONOMER,1*EG11479-MONOMER,1*EG11305-MONOMER,1*TATA","ECK3830","tatA"
"2078","TATABCE-CPLX","1*G7808-MONOMER,1*EG11479-MONOMER,1*EG11305-MONOMER,1*TATA","ECK3832","tatC"
"2516","FAO-CPLX","2*FADB-MONOMER,2*FADA-MONOMER","ECK3838","fadB"
"2516","FADB-CPLX","2*FADB-MONOMER","ECK3838","fadB"
"170","CPLX0-8156","2*EG10698-MONOMER","ECK3839","pepQ"
"1521","CPLX0-7853","2*EG11835-MONOMER","ECK3859","yihI"
"119","GLNG-CPLX","2*PROTEIN-NRI","ECK3861","glnG"
"119","PROTEIN-NRIP","8*MONOMER0-4198","ECK3861","glnG"
"201","GLNL-CPLX","2*PROTEIN-NRII","ECK3862","glnL"
"201","PROTEIN-NRIIP","2*PROTEIN-NRII","ECK3862","glnL"
"1864","GLUTAMINESYN-OLIGOMER","12*GLUTAMINESYN-MONOMER","ECK3863","glnA"
"1525","CPLX0-7794","4*EG11847-MONOMER","ECK3875","yihU"
"2171","CPLX0-3581","2*EG11852-MONOMER","ECK3880","dtd"
"2606","CPLX0-7724","2*EG10284-MONOMER","ECK3884","fdhE"
"1969","FORMATEDEHYDROGO-CPLX","1*FDOG-MONOMER,1*FDOH-MONOMER,1*FDOI-MONOMER","ECK3885","fdoI"
"3845","FORMATEDEHYDROGO-CPLX","1*FDOG-MONOMER,1*FDOH-MONOMER,1*FDOI-MONOMER","ECK3886","fdoH"
"2061","FORMATEDEHYDROGO-CPLX","1*FDOG-MONOMER,1*FDOH-MONOMER,1*FDOI-MONOMER","ECK3887","fdoG"
"1639","CPLX0-8175","2*EG11859-MONOMER","ECK3888","fdhD"
"1795","CPLX-159","1*FRVB-MONOMER,1*FRVA-MONOMER","ECK3893","frvA"
"3594","CPLX0-7649","2*EG11865-MONOMER","ECK3894","rhaM"
"3811","PC00086","2*PD00221","ECK3898","rhaS"
"1162","SUPEROX-DISMUTMN-CPLX","2*SUPEROX-DISMUTMN-MONOMER","ECK3901","sodA"
"334","CPLX0-7748","2*PHOSPHO-CPXR","ECK3905","cpxR"
"1887","CPLX0-7641","2*YIIP-MONOMER","ECK3907","fieF"
"388","6PFK-1-CPX","4*6PFK-1-MONOMER","ECK3908","pfkA"
"2009","ABC-70-CPLX","1*SBP-MONOMER,1*CYSW-MONOMER,1*CYST-MONOMER,2*CYSA-MONOMER","ECK3909","sbp"
"464","TPI","2*TPI-MONOMER","ECK3911","tpiA"
"581","CPLX0-303","2*EG11517-MONOMER","ECK3917","glpX"
"2002","GLYCEROL-KIN-CPLX","4*GLYCEROL-KIN-MONOMER","ECK3918","glpK"
"2102","CPLX0-7654","4*GLPF-MONOMER","ECK3919","glpF"
"1440","CPLX0-7686","2*EG11878-MONOMER","ECK3920","yiiU"
"1765","CPLX0-1642","3*EG11879-MONOMER","ECK3921","rraA"
"529","CPLX0-1163","12*EG11881-MONOMER,12*EG11676-MONOMER","ECK3923","hslU"
"529","CPLX0-1161","6*EG11881-MONOMER","ECK3923","hslU"
"16","CPLX0-1163","12*EG11881-MONOMER,12*EG11676-MONOMER","ECK3924","hslV"
"16","CPLX0-1162","6*EG11676-MONOMER","ECK3924","hslV"
"7","CPLX0-7740","2*PD04028","ECK3926","cytR"
"245","CPLX0-7796","2*PD04032","ECK3930","metJ"
"1228","O-SUCCHOMOSERLYASE-CPLX","4*O-SUCCHOMOSERLYASE-MONOMER","ECK3931","metB"
"2095","ASPKINIIHOMOSERDEHYDROGII-CPLX","2*ASPKINIIHOMOSERDEHYDROGII-MONOMER","ECK3932","metL"
"1461","METHYLENETHFREDUCT-CPLX","4*METHYLENETHFREDUCT-MONOMER","ECK3933","metF"
"1079","HYDROPEROXIDI-CPLX","4*HYDROPEROXIDI-MONOMER","ECK3934","katG"
"2194","CPLX-160","1*FRWC-MONOMER,1*FRWB-MONOMER,1*EG11912-MONOMER,1*EG11906-MONOMER","ECK3940","frwC"
"2281","CPLX-160","1*FRWC-MONOMER,1*FRWB-MONOMER,1*EG11912-MONOMER,1*EG11906-MONOMER","ECK3941","frwB"
"2375","CPLX-160","1*FRWC-MONOMER,1*FRWB-MONOMER,1*EG11912-MONOMER,1*EG11906-MONOMER","ECK3944","frwD"
"178","PEPCARBOX-CPLX","4*PEPCARBOX-MONOMER","ECK3947","ppc"
"1322","ACETYLORNDEACET-CPLX","2*ACETYLORNDEACET-MONOMER","ECK3948","argE"
"3390","RNAPE-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPOE-MONOMER","ECK3979","rpoC"
"3390","RNAP32-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPOH-MONOMER","ECK3979","rpoC"
"3390","RNAPS-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPOS-MONOMER","ECK3979","rpoC"
"3390","RNAP54-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPON-MONOMER","ECK3979","rpoC"
"3390","CPLX0-221","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*PD00440","ECK3979","rpoC"
"3390","RNAP70-CPLX","1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER,1*RPOD-MONOMER","ECK3979","rpoC"
"3390","CPLX0-222","1*EG11355-MONOMER,1*RPOB-MONOMER,1*RPOC-MONOMER,2*EG10893-MONOMER","ECK3979","rpoC"
"3390","APORNAP-CPLX","2*EG10893-MONOMER,1*RPOC-MONOMER,1*RPOB-MONOMER","ECK3979","rpoC"
"1312","CPLX0-3949","6*THIG-MONOMER,6*THIH-MONOMER","ECK3981","thiH"
"528","CPLX0-2021","1*EG10466-MONOMER,1*EG10467-MONOMER","ECK3992","hupA"
"1506","HOMSUCTRAN-CPLX","2*HOMSUCTRAN-MONOMER","ECK4005","metA"
"317","ISOCIT-LYASE","4*ISOCIT-LYASE-MONOMER","ECK4007","aceA"
"639","CPLX0-230","2*ICITDEHASE-KIN-PHOSPHA","ECK4008","aceK"
"1688","ASPKINIII-CPLX","2*ASPKINIII-MONOMER","ECK4016","lysC"
"391","CPLX0-7877","2*PGLUCISOM","ECK4017","pgi"
"2650","ABC-16-CPLX","2*MALK-MONOMER,1*MALF-MONOMER,1*MALG-MONOMER,1*MALE-MONOMER","ECK4024","malG"
"1920","ABC-16-CPLX","2*MALK-MONOMER,1*MALF-MONOMER,1*MALG-MONOMER,1*MALE-MONOMER","ECK4025","malF"
"2012","ABC-16-CPLX","2*MALK-MONOMER,1*MALF-MONOMER,1*MALG-MONOMER,1*MALE-MONOMER","ECK4026","malE"
"2105","ABC-16-CPLX","2*MALK-MONOMER,1*MALF-MONOMER,1*MALG-MONOMER,1*MALE-MONOMER","ECK4027","malK"
"278","CPLX0-7655","3*EG10528-MONOMER","ECK4028","lamB"
"1931","DIACYLGLYKIN-CPLX","3*DIACYLGLYKIN-MONOMER","ECK4034","dgkA"
"3462","PC00010","2*PD00205","ECK4035","lexA"
"643","QOR-CPLX","2*QOR-MONOMER","ECK4043","qor"
"3401","CPLX0-3621","6*EG10236-MONOMER","ECK4044","dnaB"
"3401","CPLX0-3922","6*EG10236-MONOMER,3*EG10244-MONOMER,2*EG10764-MONOMER,1*EG10763-MONOMER,1*EG10765-MONOMER,1*EG10239-MONOMER","ECK4044","dnaB"
"1778","CPLX0-8202","2*ALARACEBIOSYN-MONOMER","ECK4045","alr"
"1868","TYRB-DIMER","2*TYRB-MONOMER","ECK4046","tyrB"
"3973","APHA-CPLX","4*APHA-MONOMER","ECK4047","aphA"
"1543","UVRABC-CPLX","1*EG11062-MONOMER,1*EG11063-MONOMER,1*EG11061-MONOMER","ECK4050","uvrA"
"1541","CPLX0-7955","2*YJCG-MONOMER","ECK4060","actP"
"1821","NRFMULTI-CPLX","1*CYTOCHROMEC552-MONOMER,1*CYTOCHROMEC-MONOMER","ECK4063","nrfA"
"2460","NRFMULTI-CPLX","1*CYTOCHROMEC552-MONOMER,1*CYTOCHROMEC-MONOMER","ECK4064","nrfB"
"1914","CPLX0-8238","1*NRFD-MONOMER,1*NRFC-MONOMER","ECK4065","nrfC"
"1276","CPLX0-8238","1*NRFD-MONOMER,1*NRFC-MONOMER","ECK4066","nrfD"
"1556","FHLMULTI-CPLX","1*FORMATEDEHYDROGH-MONOMER,1*HYCELARGE-MONOMER,1*HYCBSMALL-MONOMER,1*HYCG-MONOMER,1*HYCF-MONOMER,1*HYCC-MONOMER,1*HYCD-MONOMER","ECK4072","fdhF"
"1810","CPLX0-7807","1*EG11952-MONOMER,1*YJCQ-MONOMER,1*EG11954-MONOMER","ECK4073","mdtP"
"2643","CPLX0-7807","1*EG11952-MONOMER,1*YJCQ-MONOMER,1*EG11954-MONOMER","ECK4074","mdtO"
"1903","CPLX0-7807","1*EG11952-MONOMER,1*YJCQ-MONOMER,1*EG11954-MONOMER","ECK4075","mdtN"
"2284","ABC-42-CPLX","1*YJCW-MONOMER,2*YJCV-MONOMER,1*YJCX-MONOMER","ECK4079","alsC"
"3563","ABC-42-CPLX","1*YJCW-MONOMER,2*YJCV-MONOMER,1*YJCX-MONOMER","ECK4080","alsA"
"2378","ABC-42-CPLX","1*YJCW-MONOMER,2*YJCV-MONOMER,1*YJCX-MONOMER","ECK4081","alsB"
"467","RIB5PISOMB-CPLX","2*RIB5PISOMB-MONOMER","ECK4083","rpiB"
"1552","CPLX0-7936","2*EG10725-MONOMER","ECK4085","phnP"
"3837","CPLX0-7958","1*PHNL-MONOMER,1*EG10717-MONOMER,1*EG10716-MONOMER,1*EG10718-MONOMER","ECK4089","phnL"
"3899","CPLX0-7935","2*EG10719-MONOMER,2*EG10718-MONOMER,2*EG10717-MONOMER,2*EG10716-MONOMER","ECK4091","phnJ"
"2038","CPLX0-7958","1*PHNL-MONOMER,1*EG10717-MONOMER,1*EG10716-MONOMER,1*EG10718-MONOMER","ECK4092","phnI"
"2038","CPLX0-7935","2*EG10719-MONOMER,2*EG10718-MONOMER,2*EG10717-MONOMER,2*EG10716-MONOMER","ECK4092","phnI"
"3957","CPLX0-7958","1*PHNL-MONOMER,1*EG10717-MONOMER,1*EG10716-MONOMER,1*EG10718-MONOMER","ECK4093","phnH"
"3957","CPLX0-7935","2*EG10719-MONOMER,2*EG10718-MONOMER,2*EG10717-MONOMER,2*EG10716-MONOMER","ECK4093","phnH"
"2132","CPLX0-7958","1*PHNL-MONOMER,1*EG10717-MONOMER,1*EG10716-MONOMER,1*EG10718-MONOMER","ECK4094","phnG"
"2132","CPLX0-7935","2*EG10719-MONOMER,2*EG10718-MONOMER,2*EG10717-MONOMER,2*EG10716-MONOMER","ECK4094","phnG"
"2562","ABC-23-CPLX","2*PHNC-MONOMER,2*PHNE-MONOMER,1*PHND-MONOMER","ECK4099","phnC"
"1924","CPLX0-7642","2*PROP-MONOMER","ECK4104","proP"
"1456","CPLX0-7535","2*YJDE-MONOMER","ECK4108","adiC"
"2840","ALPHAGALACTOSID-CPLX","2*ALPHAGALACTOSID-MONOMER","ECK4112","melA"
"540","FUMARASE-B","2*FUMB-MONOMER","ECK4115","fumB"
"122","CPLX0-7721","2*PHOSPHO-DCUR-MONOMER","ECK4117","dcuR"
"2627","LYSU-CPLX","2*LYSU-MONOMER","ECK4123","lysU"
"2221","LYSDECARBOX-CPLX","10*LYSDECARBOX-MONOMER","ECK4125","cadA"
"1714","CPLX0-3938","3*EG12177-MONOMER","ECK4131","cutA"
"2006","ASPARTASE-CPLX","4*ASPARTASE-MONOMER","ECK4133","aspA"
"3445","CPLX0-3934","14*EG10599-MONOMER,14*EG10600-MONOMER","ECK4136","groS"
"28","FUMARATE-REDUCTASE","1*FUM-FLAVO,1*FUM-FE-S,1*FUM-MEMB1,1*FUM-MEMB2","ECK4147","frdD"
