"ids","pcomplex","SUBUNIT-COMPOSITION","ECK","associated_gene_names"
"2890","CPLX0-3970","1*OPPB-MONOMER,1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*G6665-MONOMER","ECK1239","oppC"
"2890","ABC-22-CPLX","1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*OPPB-MONOMER,1*OPPA-MONOMER","ECK1239","oppC"
"2438","CPLX0-3970","1*OPPB-MONOMER,1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*G6665-MONOMER","ECK1240","oppD"
"2438","ABC-22-CPLX","1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*OPPB-MONOMER,1*OPPA-MONOMER","ECK1240","oppD"
"1811","CPLX0-3970","1*OPPB-MONOMER,1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*G6665-MONOMER","ECK1241","oppF"
"1811","ABC-22-CPLX","1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*OPPB-MONOMER,1*OPPA-MONOMER","ECK1241","oppF"
"2529","CPLX0-7674","4*KCH-MONOMER","ECK1244","kch"
"63","CPLX0-7444","2*EG11126-MONOMER","ECK1252","yciF"
"1837","TRYPSYN","2*TRYPSYN-APROTEIN,2*TRYPSYN-BPROTEIN","ECK1254","trpA"
"1203","CPLX0-2401","2*TRYPSYN-BPROTEIN","ECK1255","trpB"
"1203","TRYPSYN","2*TRYPSYN-APROTEIN,2*TRYPSYN-BPROTEIN","ECK1255","trpB"
"1294","ANTHRANSYN-CPLX","2*ANTHRANSYNCOMPI-MONOMER,2*ANTHRANSYNCOMPII-MONOMER","ECK1257","trpD"
"1389","ANTHRANSYN-CPLX","2*ANTHRANSYNCOMPI-MONOMER,2*ANTHRANSYNCOMPII-MONOMER","ECK1258","trpE"
"3754","PC00040","4*PD00232","ECK1269","cysB"
"82","CPLX0-7760","2*ACONITASE-MONOMER","ECK1271","acnA"
"2155","OROTPDECARB-CPLX","2*OROTPDECARB-MONOMER","ECK1276","pyrF"
"3435","CPLX0-8006","4*ENOYL-ACP-REDUCT-NADH-MONOMER","ECK1283","fabI"
"1267","ABC-29-CPLX","1*SAPF-MONOMER,1*SAPC-MONOMER,1*SAPB-MONOMER,1*SAPD-MONOMER","ECK1285","sapF"
"2620","ABC-29-CPLX","1*SAPF-MONOMER,1*SAPC-MONOMER,1*SAPB-MONOMER,1*SAPD-MONOMER","ECK1286","sapD"
"1982","ABC-29-CPLX","1*SAPF-MONOMER,1*SAPC-MONOMER,1*SAPB-MONOMER,1*SAPD-MONOMER","ECK1287","sapC"
"2075","ABC-29-CPLX","1*SAPF-MONOMER,1*SAPC-MONOMER,1*SAPB-MONOMER,1*SAPD-MONOMER","ECK1288","sapB"
"809","CPLX0-3943","2*G6645-MONOMER","ECK1293","puuD"
"2590","CPLX0-981","6*EG12344-MONOMER","ECK1298","pspF"
"946","ABC-55-CPLX","1*YCJP-MONOMER,1*YCJO-MONOMER,1*YCJN-MONOMER,1*YCJV-MONOMER","ECK1305","ycjN"
"2255","ABC-55-CPLX","1*YCJP-MONOMER,1*YCJO-MONOMER,1*YCJN-MONOMER,1*YCJV-MONOMER","ECK1306","ycjO"
"2348","ABC-55-CPLX","1*YCJP-MONOMER,1*YCJO-MONOMER,1*YCJN-MONOMER,1*YCJV-MONOMER","ECK1307","ycjP"
"2442","ABC-55-CPLX","1*YCJP-MONOMER,1*YCJO-MONOMER,1*YCJN-MONOMER,1*YCJV-MONOMER","ECK1313","ycjV"
"795","CPLX0-7747","2*G6660-MONOMER","ECK1320","tpx"
"506","CPLX0-7989","2*G6662-MONOMER","ECK1322","mpaA"
"2045","CPLX0-3970","1*OPPB-MONOMER,1*OPPC-MONOMER,1*OPPD-MONOMER,1*OPPF-MONOMER,1*G6665-MONOMER","ECK1326","mppA"
"1098","CPLX0-7982","7*MONOMER0-82","ECK1327","ynaI"
"11","CPLX0-7797","2*PD00197","ECK1330","fnr"
"811","CPLX0-8124","2*G6675-MONOMER","ECK1341","ttcA"
"128","CPLX0-8158","4*DLACTDEHYDROGNAD-MONOMER","ECK1377","ldhA"
"2139","PHENDEHYD-CPLX","4*PHENDEHYD-MONOMER","ECK1382","feaB"
"2064","AMINEOXID-CPLX","2*AMINEOXID-MONOMER","ECK1383","tynA"
"1571","CPLX0-1762","1*G6713-MONOMER,1*G6709-MONOMER,1*G6711-MONOMER,1*G6710-MONOMER","ECK1385","paaA"
"1661","CPLX0-1762","1*G6713-MONOMER,1*G6709-MONOMER,1*G6711-MONOMER,1*G6710-MONOMER","ECK1386","paaB"
"1751","CPLX0-1762","1*G6713-MONOMER,1*G6709-MONOMER,1*G6711-MONOMER,1*G6710-MONOMER","ECK1387","paaC"
"1841","CPLX0-1762","1*G6713-MONOMER,1*G6709-MONOMER,1*G6711-MONOMER,1*G6710-MONOMER","ECK1389","paaE"
"1659","CPLX0-7988","6*G6715-MONOMER,6*G6714-MONOMER","ECK1390","paaF"
"1749","CPLX0-7988","6*G6715-MONOMER,6*G6714-MONOMER","ECK1391","paaG"
"1206","CPLX0-3941","4*G6717-MONOMER","ECK1393","paaI"
"1393","CPLX0-7731","2*G6720-MONOMER","ECK1396","paaX"
"1057","CPLX0-8127","3*G6721-MONOMER","ECK1397","paaY"
"3615","CPLX0-7693","2*G6731-MONOMER","ECK1405","azoR"
"2327","ALD-CPLX","4*LACTALDDEHYDROG-MONOMER","ECK1408","aldA"
"1361","CPLX0-8105","2*TRG-MONOMER","ECK1415","trg"
"1361","TRG-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1415","trg"
"1361","TRG-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1415","trg"
"1361","TRG-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1415","trg"
"1361","TRG-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1415","trg"
"2245","CPLX0-7913","2*EG11884-MONOMER","ECK1423","tehB"
"1012","ABC-51-CPLX","1*YDCS-MONOMER,1*YDCT-MONOMER,1*YDCV-MONOMER,1*YDCU-MONOMER","ECK1434","ydcS"
"2624","ABC-51-CPLX","1*YDCS-MONOMER,1*YDCT-MONOMER,1*YDCV-MONOMER,1*YDCU-MONOMER","ECK1435","ydcT"
"670","ABC-51-CPLX","1*YDCS-MONOMER,1*YDCT-MONOMER,1*YDCV-MONOMER,1*YDCU-MONOMER","ECK1436","ydcU"
"1986","ABC-51-CPLX","1*YDCS-MONOMER,1*YDCT-MONOMER,1*YDCV-MONOMER,1*YDCU-MONOMER","ECK1437","ydcV"
"2421","CPLX0-3641","4*G6755-MONOMER","ECK1438","ydcW"
"45","CPLX0-902","2*EG11761-MONOMER","ECK1455","pptA"
"2337","CPLX0-236","2*G6770-MONOMER","ECK1457","nhoA"
"2512","NITRATREDUCTZ-CPLX","1*NARY-MONOMER,1*NARZ-MONOMER,1*NARV-MONOMER","ECK1459","narV"
"1921","NITRATREDUCTZ-CPLX","1*NARY-MONOMER,1*NARZ-MONOMER,1*NARV-MONOMER","ECK1461","narY"
"2013","NITRATREDUCTZ-CPLX","1*NARY-MONOMER,1*NARZ-MONOMER,1*NARV-MONOMER","ECK1462","narZ"
"2106","ALPHA-SUBUNIT-CPLX","1*FDNI-MONOMER,1*FDNH-MONOMER,1*FDNG-MONOMER","ECK1468","fdnG"
"2106","FORMATEDEHYDROGN-CPLX","3*FDNG-MONOMER,3*FDNH-MONOMER,3*FDNI-MONOMER","ECK1468","fdnG"
"3840","ALPHA-SUBUNIT-CPLX","1*FDNI-MONOMER,1*FDNH-MONOMER,1*FDNG-MONOMER","ECK1469","fdnH"
"3840","FORMATEDEHYDROGN-CPLX","3*FDNG-MONOMER,3*FDNH-MONOMER,3*FDNI-MONOMER","ECK1469","fdnH"
"2198","ALPHA-SUBUNIT-CPLX","1*FDNI-MONOMER,1*FDNH-MONOMER,1*FDNG-MONOMER","ECK1470","fdnI"
"2198","FORMATEDEHYDROGN-CPLX","3*FDNG-MONOMER,3*FDNH-MONOMER,3*FDNI-MONOMER","ECK1470","fdnI"
"2503","CPLX0-8015","4*ADHP-MONOMER","ECK1472","adhP"
"1457","CPLX0-8157","2*EG10680-MONOMER","ECK1476","osmC"
"2079","ABC-59-CPLX","1*YDDR-MONOMER,1*YDDQ-MONOMER,1*YDDS-MONOMER,1*YDDP-MONOMER,1*YDDO-MONOMER","ECK1477","ddpF"
"2172","ABC-59-CPLX","1*YDDR-MONOMER,1*YDDQ-MONOMER,1*YDDS-MONOMER,1*YDDP-MONOMER,1*YDDO-MONOMER","ECK1478","ddpD"
"2259","ABC-59-CPLX","1*YDDR-MONOMER,1*YDDQ-MONOMER,1*YDDS-MONOMER,1*YDDP-MONOMER,1*YDDO-MONOMER","ECK1479","ddpC"
"2351","ABC-59-CPLX","1*YDDR-MONOMER,1*YDDQ-MONOMER,1*YDDS-MONOMER,1*YDDP-MONOMER,1*YDDO-MONOMER","ECK1480","ddpB"
"2820","CPLX0-7823","1*G6783-MONOMER,1*G6784-MONOMER","ECK1483","dos"
"2820","CPLX0-8199","2*G6783-MONOMER","ECK1483","dos"
"1326","CPLX0-7425","2*EG10442-MONOMER,1*EG10443-MONOMER","ECK1500","hipA"
"3531","CPLX0-7757","2*EG10442-MONOMER","ECK1501","hipB"
"3531","CPLX0-7425","2*EG10442-MONOMER,1*EG10443-MONOMER","ECK1501","hipB"
"1081","CPLX0-8043","4*G6799-MONOMER","ECK1505","lsrR"
"2628","ABC-58-CPLX","1*YNEA-MONOMER,1*YDEZ-MONOMER,1*YDEY-MONOMER,2*YDEX-MONOMER","ECK1506","lsrA"
"1164","ABC-58-CPLX","1*YNEA-MONOMER,1*YDEZ-MONOMER,1*YDEY-MONOMER,2*YDEX-MONOMER","ECK1507","lsrC"
"649","ABC-58-CPLX","1*YNEA-MONOMER,1*YDEZ-MONOMER,1*YDEY-MONOMER,2*YDEX-MONOMER","ECK1508","lsrD"
"723","ABC-58-CPLX","1*YNEA-MONOMER,1*YDEZ-MONOMER,1*YDEY-MONOMER,2*YDEX-MONOMER","ECK1509","lsrB"
"932","CPLX0-7820","10*G6804-MONOMER","ECK1510","lsrF"
"797","CPLX0-7695","2*G6810-MONOMER","ECK1517","yneH"
"3646","CPLX0-7802","2*EG11643-MONOMER","ECK1528","ydeH"
"2472","CPLX0-1962","4*EG12345-MONOMER","ECK1532","ydfG"
"3932","CPLX0-7791","4*EG10836-MONOMER,4*EG11131-MONOMER","ECK1557","relE"
"1995","CPLX0-7791","4*EG10836-MONOMER,4*EG11131-MONOMER","ECK1558","relB"
"1995","CPLX0-7928","4*EG10836-MONOMER","ECK1558","relB"
"2470","CPLX0-1601","1*G6845-MONOMER,1*G6846-MONOMER,1*G6847-MONOMER,1*G6848-MONOMER","ECK1582","ynfE"
"2563","CPLX0-1601","1*G6845-MONOMER,1*G6846-MONOMER,1*G6847-MONOMER,1*G6848-MONOMER","ECK1584","ynfG"
"3520","YDGEF-CPLX","1*B1600-MONOMER,1*B1599-MONOMER","ECK1594","mdtI"
"727","YDGEF-CPLX","1*B1600-MONOMER,1*B1599-MONOMER","ECK1595","mdtJ"
"1886","PYRNUTRANSHYDROGEN-CPLX","2*PNTB-MONOMER,2*PNTA-MONOMER","ECK1597","pntB"
"1250","PYRNUTRANSHYDROGEN-CPLX","2*PNTB-MONOMER,2*PNTA-MONOMER","ECK1598","pntA"
"375","FUMARASE-C","4*FUMC-MONOMER","ECK1606","fumC"
"449","FUMARASE-A","2*FUMA-MONOMER","ECK1607","fumA"
"2110","CPLX0-7662","4*BETA-GLUCURONID-MONOMER","ECK1612","uidA"
"1344","7-ALPHA-HYDROXYSTEROID-DEH-CPLX","4*7-ALPHA-HYDROXYSTEROID-DEH-MONOMER","ECK1614","hdhA"
"2201","CPLX0-8092","2*EG10564-MONOMER","ECK1617","malY"
"1004","GST-CPLX","2*GST-MONOMER","ECK1631","gst"
"1839","CPLX0-8031","2*PDXY-MONOMER","ECK1632","pdxY"
"3405","TYRS-CPLX","2*TYRS-MONOMER","ECK1633","tyrS"
"3699","PDXH-CPLX","2*PDXH-MONOMER","ECK1634","pdxH"
"1439","GLYOXI-CPLX","2*GLYOXI-MONOMER","ECK1647","gloA"
"417","CPLX0-3602","2*EG11547-MONOMER","ECK1648","rnt"
"1104","CPLX0-7942","1*EG10125-MONOMER,1*EG12181-MONOMER","ECK1650","grxD"
"1104","CPLX0-8239","1*G7657-MONOMER,1*EG12181-MONOMER","ECK1650","grxD"
"1104","CPLX0-7817","2*EG12181-MONOMER","ECK1650","grxD"
"647","SUPEROX-DISMUTFE-CPLX","2*SUPEROX-DISMUTFE-MONOMER","ECK1652","sodB"
"538","PC00033","2*PD00219","ECK1654","purR"
"2565","CFA-CPLX","2*CFA-MONOMER","ECK1657","cfa"
"468","CPLX0-3923","2*G6895-MONOMER","ECK1663","ydhR"
"523","PKI-COMPLEX","4*PKI-MONOMER","ECK1672","pykF"
"990","CPLX0-1342","2*G6905-MONOMER","ECK1675","sufE"
"2341","CPLX0-246","2*G6906-MONOMER","ECK1676","sufS"
"3820","CPLX0-1341","1*G6909-MONOMER,2*G6908-MONOMER,1*G6907-MONOMER","ECK1677","sufD"
"1172","CPLX0-1341","1*G6909-MONOMER,2*G6908-MONOMER,1*G6907-MONOMER","ECK1678","sufC"
"633","CPLX0-7824","2*EG11378-MONOMER","ECK1680","sufA"
"3827","CPLX0-8128","4*G6912-MONOMER","ECK1683","ydiI"
"650","CPLX0-7462","2*EG11234-MONOMER","ECK1690","ydiB"
"9","PEPSYNTH-CPLX","2*PEPSYNTH-MONOMER","ECK1700","pps"
"3539","CPLX0-7837","4*EG11132-MONOMER","ECK1701","ydiA"
"1665","AROH-CPLX","2*AROH-MONOMER","ECK1702","aroH"
"254","CPLX0-8185","2*EG12391-MONOMER","ECK1703","ydiE"
"2263","ABC-5-CPLX","2*BTUD-MONOMER,2*BTUC-MONOMER,1*EG12334-MONOMER","ECK1707","btuD"
"2449","ABC-5-CPLX","2*BTUD-MONOMER,2*BTUC-MONOMER,1*EG12334-MONOMER","ECK1709","btuC"
"256","PC00027","1*PD00347,1*PD00348","ECK1710","ihfA"
"3501","PHES-CPLX","2*PHES-MONOMER,2*PHET-MONOMER","ECK1711","pheT"
"1815","HYDROPEROXIDII-CPLX","4*HYDROPEROXIDII-MONOMER","ECK1730","katE"
"2567","CPLX0-7979","4*EG10144-MONOMER","ECK1732","chbF"
"2631","CPLX-155","1*CELC-MONOMER,1*CELB-MONOMER,1*CELA-MONOMER","ECK1734","chbA"
"1993","CPLX-155","1*CELC-MONOMER,1*CELB-MONOMER,1*CELA-MONOMER","ECK1735","chbC"
"2086","CPLX-155","1*CELC-MONOMER,1*CELB-MONOMER,1*CELA-MONOMER","ECK1736","chbB"
"3493","NAD-SYNTH-CPLX","2*NAD-SYNTH-MONOMER","ECK1738","nadE"
"941","CPLX0-7923","2*G6939-MONOMER","ECK1741","spy"
"3654","SUCCORNTRANSAM-CPLX","2*SUCCORNTRANSAM-MONOMER","ECK1746","astC"
"1302","GDHA-CPLX","6*GDHA-MONOMER","ECK1759","gdhA"
"2485","CPLX0-7957","2*EG10943-MONOMER","ECK1762","selD"
"707","CPLX0-7668","2*EG11134-MONOMER","ECK1763","ydjA"
"78","CPLX0-2941","4*EG10968-MONOMER","ECK1764","sppA"
"1528","ANSA-CPLX","4*ANSA-MONOMER","ECK1765","ansA"
"3438","GAPDH-A-CPLX","4*GAPDH-A-MONOMER","ECK1777","gapA"
"1929","CPLX0-8232","1*G6989-MONOMER,1*G6988-MONOMER","ECK1801","yeaX"
"1076","ACYLCOASYN-CPLX","2*ACYLCOASYN-MONOMER","ECK1803","fadD"
"1296","PABASYN-CPLX","1*PABASYN-COMPI-MONOMER,1*PABASYN-COMPII-MONOMER","ECK1810","pabB"
"1296","PABSYNMULTI-CPLX","1*PABASYN-COMPII-MONOMER,1*PABASYN-COMPI-MONOMER,2*ADCLY-MONOMER","ECK1810","pabB"
"2267","CPLX0-7921","2*MANX-MONOMER","ECK1815","manX"
"2267","CPLX-165","2*MANZ-MONOMER,1*MANY-MONOMER,2*MANX-MONOMER","ECK1815","manX"
"3793","CPLX-165","2*MANZ-MONOMER,1*MANY-MONOMER,2*MANX-MONOMER","ECK1816","manY"
"2359","CPLX-165","2*MANZ-MONOMER,1*MANY-MONOMER,2*MANX-MONOMER","ECK1817","manZ"
"759","CPLX0-8217","2*G7005-MONOMER","ECK1831","yebR"
"1261","CPLX0-3803","3*EG11505-MONOMER,3*EG10243-MONOMER,3*EG10238-MONOMER,1*EG11412-MONOMER,1*EG11500-MONOMER,5*EG10245-MONOMER,4*EG10242-MONOMER,4*EG11414-MONOMER,4*EG11413-MONOMER","ECK1843","holE"
"1261","CPLX0-2361","1*EG10238-MONOMER,1*EG10243-MONOMER,1*EG11505-MONOMER","ECK1843","holE"
"2114","KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX","3*KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER","ECK1851","eda"
"238","PKII-CPLX","4*PKII-MONOMER","ECK1855","pykA"
"2635","ABC-63-CPLX","2*ZNUC-MONOMER,2*ZNUB-MONOMER,1*ZNUA-MONOMER","ECK1860","znuB"
"821","RUVABC-CPLX","2*EG10925-MONOMER,12*EG10924-MONOMER,4*EG10923-MONOMER","ECK1861","ruvB"
"1355","RUVABC-CPLX","2*EG10925-MONOMER,12*EG10924-MONOMER,4*EG10923-MONOMER","ECK1862","ruvA"
"1450","RUVABC-CPLX","2*EG10925-MONOMER,12*EG10924-MONOMER,4*EG10923-MONOMER","ECK1864","ruvC"
"3384","ASPS-CPLX","2*ASPS-MONOMER","ECK1867","aspS"
"888","CPLX0-8010","2*G7020-MONOMER","ECK1871","cmoA"
"962","CPLX0-8190","4*G7021-MONOMER","ECK1872","cmoB"
"2049","CPLX-63","1*G7022-MONOMER,1*G7023-MONOMER","ECK1873","torZ"
"2293","CPLX-63","1*G7022-MONOMER,1*G7023-MONOMER","ECK1874","torY"
"1872","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1880","flhA"
"1872","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1880","flhA"
"1236","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1881","flhB"
"1236","CPLX0-7451","1*G370-MONOMER,1*G7028-MONOMER,1*EG11224-MONOMER,1*EG11975-MONOMER,1*EG11976-MONOMER,1*EG11977-MONOMER,12*EG11656-MONOMER,6*G377-MONOMER,1*G378-MONOMER","ECK1881","flhB"
"2230","CHEZ-CPLX","2*CHEZ-MONOMER","ECK1882","cheZ"
"138","TAP-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1886","tap"
"138","TAP-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1886","tap"
"138","CPLX0-8104","2*TAP-MONOMER","ECK1886","tap"
"138","TAP-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1886","tap"
"138","TAP-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1886","tap"
"1183","CPLX0-8102","2*TAR-MONOMER","ECK1887","tar"
"1183","TAR-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1887","tar"
"1183","TAR-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1887","tar"
"1183","TAR-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1887","tar"
"1183","TAR-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1887","tar"
"1271","TAP-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1888","cheW"
"1271","TSR-CPLX","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1888","cheW"
"1271","TAP-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1888","cheW"
"1271","TRG-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1888","cheW"
"1271","TAR-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1888","cheW"
"1271","TSR-GLUME","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1888","cheW"
"1271","TRG-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1888","cheW"
"1271","TAR-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1888","cheW"
"1271","TAP-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1888","cheW"
"1271","TSR-GLN","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1888","cheW"
"1271","TRG-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1888","cheW"
"1271","TAR-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1888","cheW"
"1271","TAP-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1888","cheW"
"1271","TSR-GLU","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1888","cheW"
"1271","TRG-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1888","cheW"
"1271","TAR-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1888","cheW"
"110","TAP-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1889","cheA"
"110","TSR-CPLX","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1889","cheA"
"110","TAP-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1889","cheA"
"110","CHEA-CPLX","2*PROTEIN-CHEA","ECK1889","cheA"
"110","TRG-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1889","cheA"
"110","TAR-CPLX","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1889","cheA"
"110","TSR-GLUME","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1889","cheA"
"110","TRG-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1889","cheA"
"110","TAR-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1889","cheA"
"110","TAP-GLUME","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1889","cheA"
"110","TSR-GLN","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1889","cheA"
"110","TRG-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1889","cheA"
"110","TAR-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1889","cheA"
"110","TAP-GLN","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAP-MONOMER","ECK1889","cheA"
"110","TSR-GLU","2*CHEW-MONOMER,2*PROTEIN-CHEA,6*TSR-MONOMER","ECK1889","cheA"
"110","TRG-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TRG-MONOMER","ECK1889","cheA"
"110","TAR-GLU","2*PROTEIN-CHEA,2*CHEW-MONOMER,6*TAR-MONOMER","ECK1889","cheA"
"1365","CPLX0-7452","2*EG10322-MONOMER,1*EG11346-MONOMER,1*FLIF-FLAGELLAR-MS-RING,1*FLGI-FLAGELLAR-P-RING,1*FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1*FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1*MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN,1*FLGH-FLAGELLAR-L-RING,26*FLIG-FLAGELLAR-SWITCH-PROTEIN,34*FLIM-FLAGELLAR-C-RING-SWITCH,1*FLIN-FLAGELLAR-C-RING-SWITCH,1*G378-MONOMER,6*G377-MONOMER,12*EG11656-MONOMER,1*EG11977-MONOMER,1*EG11976-MONOMER,1*EG11975-MONOMER,1*EG11224-MONOMER,1*G7028-MONOMER,1*G370-MONOMER,120*G361-MONOMER,1*EG11967-MONOMER,1*EG11545-MONOMER,1*EG10321-MONOMER,5*EG10841-MONOMER","ECK1890","motB"
